date,mem_util_percent,net_in,net_out,disk_io_percent,OT
556610,92,42.49,29.85,5,43
556650,91,42.49,29.85,4,30
556690,92,42.49,29.85,3,37
556710,92,42.49,29.85,3,37
556810,92,42.49,29.85,3,40
556870,93,42.49,29.85,4,35
556970,93,42.49,29.85,4,36
557040,91,42.49,29.85,3,28
557130,92,42.49,29.85,4,36
557210,93,42.49,29.85,3,46
557230,93,42.49,29.85,4,50
557240,91,42.49,29.85,4,39
557320,92,42.5,29.86,6,32
557390,92,42.5,29.86,2,37
557460,93,42.5,29.86,5,35
557480,92,42.5,29.86,5,38
557720,95,42.5,29.86,3,34
557730,95,42.5,29.86,3,33
557860,96,42.5,29.86,3,36
557880,95,42.5,29.86,4,37
557960,93,42.51,29.86,4,40
557980,93,42.51,29.86,4,35
558000,92,42.51,29.86,8,37
558080,93,42.51,29.86,10,38
558190,97,42.51,29.87,4,50
558300,97,42.51,29.87,9,71
558310,97,42.51,29.87,9,71
558650,94,42.52,29.87,5,58
558680,94,42.52,29.87,4,47
558970,95,42.52,29.88,5,64
559140,95,42.53,29.88,5,49
559180,96,42.53,29.88,5,51
559220,97,42.53,29.88,8,50
559450,93,42.54,29.89,8,40
559490,90,42.54,29.89,8,41
559520,89,42.54,29.89,6,42
559620,91,42.54,29.89,10,40
559630,91,42.54,29.89,10,42
559730,90,42.54,29.89,23,51
560110,90,42.55,29.9,18,48
560180,92,42.55,29.9,8,46
560280,89,42.56,29.91,4,44
560320,86,42.56,29.91,4,48
560360,87,42.56,29.91,9,53
560450,87,42.56,29.91,5,45
560490,86,42.56,29.91,10,43
560510,86,42.56,29.91,10,50
560720,88,42.57,29.91,8,59
560780,86,42.57,29.92,7,47
560900,88,42.57,29.92,11,51
560990,87,42.57,29.92,18,49
561160,87,42.58,29.92,8,42
561330,89,42.58,29.93,13,42
561350,90,42.58,29.93,13,41
561420,89,42.58,29.93,7,83
561450,88,42.58,29.93,7,78
561480,87,42.58,29.93,6,47
561550,87,42.58,29.93,6,36
561620,87,42.58,29.93,6,40
561760,88,42.59,29.93,6,42
561780,88,42.59,29.93,4,42
561910,88,42.59,29.93,12,58
562010,91,42.59,29.94,12,64
562030,91,42.59,29.94,9,70
562070,93,42.6,29.94,9,59
562080,92,42.6,29.94,6,61
562150,94,42.6,29.94,10,62
562230,95,42.6,29.94,6,52
562250,94,42.6,29.94,6,42
562330,94,42.6,29.94,3,48
562340,95,42.6,29.94,3,44
562390,93,42.6,29.95,3,47
562400,94,42.6,29.95,3,42
562460,94,42.61,29.95,4,45
562480,94,42.61,29.95,4,40
562570,93,42.61,29.95,7,44
562580,93,42.61,29.95,7,42
562700,91,42.61,29.95,4,39
562810,91,42.61,29.95,2,38
562870,91,42.61,29.95,2,38
563000,91,42.62,29.96,3,34
563010,91,42.62,29.96,3,34
563150,93,42.62,29.96,3,43
563270,93,42.62,29.96,7,47
563300,94,42.62,29.96,4,39
563340,92,42.62,29.96,3,32
563380,92,42.62,29.96,3,34
563910,95,42.63,29.97,3,41
564040,96,42.63,29.97,3,44
564060,95,42.64,29.97,3,44
564180,96,42.64,29.97,6,41
564280,95,42.64,29.97,4,37
564370,95,42.64,29.97,2,42
564420,94,42.64,29.97,5,39
564460,93,42.64,29.97,5,36
564480,93,42.64,29.97,4,36
564550,93,42.64,29.97,3,33
564560,93,42.64,29.97,3,34
564820,95,42.65,29.98,11,36
565100,95,42.65,29.98,4,36
565370,92,42.66,29.98,6,40
565480,94,42.66,29.98,3,38
565550,94,42.66,29.99,2,39
565570,94,42.66,29.99,2,43
565790,93,42.66,29.99,4,39
565830,95,42.66,29.99,2,44
565860,94,42.66,29.99,3,41
565920,93,42.66,29.99,3,40
565980,96,42.67,29.99,6,46
566380,91,42.67,30,3,43
566400,91,42.67,30,6,43
566430,91,42.67,30,6,40
566480,91,42.67,30,2,43
566560,91,42.68,30,3,38
566620,92,42.68,30,3,46
566720,91,42.68,30,2,36
566760,91,42.68,30,5,45
566820,91,42.68,30,2,38
567120,92,42.69,30.01,5,46
567280,92,42.69,30.01,2,37
567360,92,42.69,30.01,2,35
567390,93,42.69,30.01,2,37
567510,92,42.69,30.01,2,30
567700,93,42.7,30.01,2,35
567930,91,42.7,30.02,6,31
567990,90,42.7,30.02,4,33
568120,91,42.71,30.02,3,39
568260,92,42.71,30.02,7,37
568370,92,42.71,30.02,5,37
568390,93,42.71,30.02,7,41
568680,93,42.72,30.03,7,34
568690,93,42.72,30.03,7,34
568750,94,42.72,30.03,5,36
568860,91,42.72,30.03,2,29
568920,90,42.72,30.03,6,30
568960,90,42.72,30.03,6,41
569110,91,42.72,30.03,7,38
569280,93,42.73,30.04,5,35
569300,94,42.73,30.04,5,37
569380,94,42.73,30.04,2,32
569520,96,42.73,30.04,3,37
569570,95,42.73,30.04,3,40
569660,93,42.73,30.04,4,35
569790,94,42.74,30.04,3,47
569900,95,42.74,30.04,6,43
569920,94,42.74,30.04,6,43
569950,94,42.74,30.04,7,47
569980,94,42.74,30.04,7,46
570010,93,42.74,30.04,4,38
570020,93,42.74,30.04,4,43
570040,94,42.74,30.04,4,42
570100,92,42.74,30.04,16,32
570140,90,42.74,30.05,6,29
570160,91,42.74,30.05,6,30
570230,92,42.74,30.05,5,36
570450,94,42.75,30.05,4,39
570510,92,42.75,30.05,3,36
570610,93,42.75,30.05,4,40
570680,92,42.75,30.05,6,35
570830,93,42.75,30.06,4,31
570920,93,42.76,30.06,2,31
570940,93,42.76,30.06,2,29
571000,92,42.76,30.06,3,28
571310,94,42.76,30.06,4,40
571370,94,42.76,30.06,3,35
571690,89,42.77,30.06,2,26
571710,90,42.77,30.07,2,28
571750,90,42.77,30.07,2,29
571820,90,42.77,30.07,4,24
571860,90,42.77,30.07,3,31
572000,90,42.77,30.07,6,23
572030,90,42.77,30.07,6,20
572090,90,42.78,30.07,4,25
572100,90,42.78,30.07,2,28
572440,92,42.78,30.07,4,37
572530,94,42.78,30.07,25,37
572550,95,42.78,30.07,25,37
572660,93,42.79,30.08,21,38
572730,94,42.79,30.08,8,34
572740,93,42.79,30.08,8,33
572830,91,42.79,30.08,4,31
572880,90,42.79,30.08,8,34
572960,92,42.79,30.08,5,53
573230,89,42.8,30.08,5,25
573350,90,42.8,30.08,3,44
573380,88,42.8,30.08,5,36
573470,89,42.8,30.09,5,33
573570,88,42.8,30.09,4,32
573580,88,42.8,30.09,4,32
573620,88,42.8,30.09,4,27
573700,90,42.81,30.09,7,37
573840,88,42.81,30.09,3,30
573930,90,42.81,30.09,1,23
573950,90,42.81,30.09,1,23
573970,91,42.81,30.09,2,33
574160,92,42.81,30.09,5,29
574320,91,42.82,30.1,9,45
574370,91,42.82,30.1,9,46
574380,91,42.82,30.1,6,46
574730,92,42.82,30.1,2,28
574750,92,42.82,30.1,1,28
574790,92,42.82,30.1,1,28
574970,93,42.82,30.1,6,29
575020,94,42.82,30.1,4,32
575060,93,42.83,30.1,3,28
575100,94,42.83,30.1,3,47
575110,93,42.83,30.1,3,46
575120,94,42.83,30.1,3,44
575240,94,42.83,30.11,6,45
575250,93,42.83,30.11,6,30
575280,93,42.83,30.11,6,32
575310,93,42.83,30.11,6,30
575360,93,42.83,30.11,3,34
575430,93,42.83,30.11,3,35
575570,92,42.83,30.11,3,29
575610,93,42.84,30.11,2,31
575660,92,42.84,30.11,3,31
575700,93,42.84,30.11,4,35
575710,93,42.84,30.11,4,43
575890,93,42.84,30.11,3,31
576020,94,42.84,30.11,2,27
576030,94,42.84,30.11,2,28
576320,93,42.84,30.12,4,36
576470,93,42.85,30.12,2,38
576760,93,42.85,30.12,5,38
576800,93,42.85,30.12,5,36
576840,94,42.85,30.12,5,39
576900,94,42.85,30.12,7,44
576980,93,42.86,30.12,6,39
577130,93,42.86,30.13,6,35
577150,94,42.86,30.13,5,34
577190,92,42.86,30.13,5,28
577220,93,42.86,30.13,6,34
577260,93,42.86,30.13,6,31
577280,93,42.86,30.13,6,27
577310,93,42.86,30.13,6,26
577460,91,42.86,30.13,3,23
577520,92,42.86,30.13,2,25
577570,93,42.86,30.13,3,32
577680,94,42.87,30.13,7,28
577720,92,42.87,30.13,7,31
577820,91,42.87,30.14,2,27
577850,91,42.87,30.14,2,31
577870,92,42.87,30.14,4,34
577910,91,42.87,30.14,4,28
577990,93,42.87,30.14,3,34
578040,92,42.87,30.14,3,38
578370,92,42.88,30.14,3,27
578430,92,42.88,30.14,4,30
578480,93,42.88,30.14,3,30
578840,93,42.88,30.15,12,28
578910,93,42.89,30.15,6,30
578980,94,42.89,30.15,6,34
579050,94,42.89,30.15,9,39
579120,93,42.89,30.15,5,32
579150,92,42.89,30.15,5,33
579160,93,42.89,30.15,5,34
579250,93,42.89,30.15,4,30
579390,91,42.89,30.15,4,27
579430,92,42.89,30.15,5,26
579520,92,42.9,30.16,4,33
579640,93,42.9,30.16,5,39
579840,94,42.9,30.16,6,47
580000,92,42.9,30.16,3,41
580100,93,42.9,30.16,6,39
580170,94,42.91,30.16,5,53
580340,94,42.91,30.16,6,40
580460,94,42.91,30.17,4,46
580740,95,42.91,30.17,4,39
580930,90,42.92,30.17,5,44
581160,86,42.92,30.18,5,39
581180,86,42.92,30.18,5,40
581270,86,42.92,30.18,5,37
581370,86,42.92,30.18,12,53
581400,88,42.92,30.18,7,48
581410,88,42.92,30.18,7,47
581560,85,42.93,30.18,4,39
581660,85,42.93,30.19,12,53
581680,86,42.93,30.19,12,50
581750,86,42.93,30.19,7,41
582240,85,42.94,30.19,3,27
582260,85,42.94,30.19,3,26
582290,85,42.94,30.19,3,32
582380,85,42.94,30.2,8,47
582480,87,42.94,30.2,3,35
582590,88,42.95,30.2,11,40
582710,87,42.95,30.2,5,34
582820,88,42.95,30.2,5,36
582930,87,42.96,30.2,6,25
582960,87,42.96,30.2,4,28
582980,88,42.96,30.2,4,30
583050,87,42.96,30.21,3,30
583120,87,42.96,30.21,3,27
583220,87,42.96,30.21,3,25
583260,88,42.96,30.21,4,32
583580,87,42.97,30.21,3,35
583640,86,42.97,30.21,6,26
583740,86,42.97,30.21,3,26
583850,86,42.97,30.21,4,24
583890,86,42.97,30.21,5,25
583930,87,42.97,30.21,3,35
583940,87,42.97,30.21,3,40
583990,87,42.97,30.21,4,41
584030,87,42.97,30.21,4,38
584060,88,42.97,30.21,5,30
584150,88,42.97,30.22,4,32
584200,88,42.97,30.22,4,29
584480,87,42.98,30.22,3,26
584540,87,42.98,30.22,2,29
584710,89,42.98,30.22,2,28
584910,88,42.98,30.22,2,33
584980,88,42.98,30.22,4,24
585130,89,42.99,30.22,5,38
585160,88,42.99,30.22,5,26
585200,89,42.99,30.22,2,26
585240,89,42.99,30.22,1,28
585300,90,42.99,30.23,1,30
585460,93,42.99,30.23,2,34
585520,92,42.99,30.23,4,29
585630,90,42.99,30.23,4,32
586060,91,42.99,30.23,3,26
586110,92,43,30.23,3,27
586160,91,43,30.23,4,28
586280,91,43,30.23,2,30
586290,91,43,30.23,2,28
586560,90,43,30.23,2,27
586600,91,43,30.24,2,29
586820,90,43,30.24,1,29
586840,90,43,30.24,1,30
586900,91,43,30.24,2,36
586940,92,43,30.24,4,36
586980,92,43.01,30.24,3,35
587110,91,43.01,30.24,4,44
587140,91,43.01,30.24,4,38
587160,91,43.01,30.24,3,38
587300,92,43.01,30.24,5,27
587450,95,43.01,30.24,3,31
587540,94,43.01,30.24,3,30
587620,95,43.01,30.24,3,30
587740,92,43.02,30.24,3,35
587830,91,43.02,30.25,5,31
587940,87,43.02,30.25,2,28
587970,86,43.02,30.25,2,26
588030,88,43.02,30.25,2,32
588080,87,43.02,30.25,3,30
588400,88,43.02,30.25,2,33
588420,88,43.03,30.25,5,30
588480,86,43.03,30.25,5,25
588500,86,43.03,30.25,5,26
588600,86,43.03,30.25,5,28
588650,86,43.03,30.25,5,27
588680,86,43.03,30.26,5,27
588730,88,43.03,30.26,2,30
588980,88,43.03,30.26,4,31
589040,88,43.04,30.26,4,40
589220,87,43.04,30.26,3,23
589640,89,43.04,30.27,4,26
589650,89,43.04,30.27,4,27
589820,91,43.05,30.27,4,37
589940,90,43.05,30.27,2,26
590050,92,43.05,30.27,2,32
590120,91,43.05,30.27,4,27
590190,92,43.05,30.27,4,25
590200,92,43.05,30.27,4,26
590230,91,43.05,30.27,3,25
590250,91,43.05,30.27,3,24
590280,91,43.05,30.27,2,23
590510,88,43.06,30.28,4,31
590520,88,43.06,30.28,4,28
590530,88,43.06,30.28,4,27
590550,89,43.06,30.28,4,27
590670,89,43.06,30.28,3,31
590810,90,43.06,30.28,3,31
590850,91,43.06,30.28,5,36
590970,90,43.06,30.28,5,38
591050,91,43.06,30.28,5,29
591250,89,43.07,30.28,1,27
591280,90,43.07,30.28,1,38
591430,91,43.07,30.29,6,43
591470,91,43.07,30.29,6,41
592060,90,43.08,30.29,4,35
592100,90,43.08,30.29,5,25
592420,92,43.08,30.29,5,31
592440,93,43.09,30.29,2,33
592470,93,43.09,30.29,2,32
592560,94,43.09,30.3,2,30
592670,92,43.09,30.3,2,26
592950,92,43.09,30.3,2,21
592960,93,43.09,30.3,2,22
593190,94,43.09,30.3,3,26
593340,92,43.1,30.3,2,26
593670,91,43.1,30.3,5,26
593730,91,43.1,30.3,2,23
593780,91,43.1,30.3,1,19
593870,92,43.1,30.3,1,22
594000,91,43.1,30.31,1,22
594040,91,43.1,30.31,1,21
594060,90,43.1,30.31,1,19
594270,94,43.1,30.31,2,42
594450,93,43.11,30.31,10,29
594500,93,43.11,30.31,3,29
594510,93,43.11,30.31,3,27
594650,92,43.11,30.31,3,30
594670,92,43.11,30.31,3,29
594830,92,43.11,30.31,6,34
595070,92,43.12,30.32,3,28
595110,92,43.12,30.32,4,27
595130,92,43.12,30.32,4,28
595240,93,43.12,30.32,3,28
595270,93,43.12,30.32,12,29
595300,93,43.12,30.32,12,28
595320,93,43.12,30.32,4,28
595400,93,43.12,30.32,6,39
595440,93,43.12,30.32,10,28
595680,93,43.13,30.32,2,30
595710,93,43.13,30.32,2,26
595860,93,43.13,30.33,4,34
595930,92,43.13,30.33,8,49
595940,91,43.13,30.33,8,41
595960,92,43.13,30.33,8,41
596050,92,43.13,30.33,6,33
596110,92,43.13,30.33,3,35
596310,88,43.14,30.33,3,25
596510,87,43.14,30.33,4,25
596600,88,43.14,30.33,3,27
596770,90,43.14,30.34,2,39
596860,89,43.14,30.34,2,27
596940,90,43.14,30.34,3,30
596970,89,43.14,30.34,3,29
597000,89,43.14,30.34,5,27
597020,89,43.14,30.34,5,27
597100,88,43.15,30.34,3,27
597160,88,43.15,30.34,2,23
597220,88,43.15,30.34,1,27
597430,89,43.15,30.34,1,27
597520,89,43.15,30.34,2,22
597540,89,43.15,30.34,1,24
597640,89,43.15,30.34,2,23
597860,89,43.16,30.35,3,35
597900,88,43.16,30.35,3,32
597950,88,43.16,30.35,3,30
598170,91,43.17,30.36,3,32
598300,91,43.17,30.36,2,31
598330,90,43.17,30.36,2,26
598460,89,43.17,30.36,2,23
598480,89,43.17,30.36,2,22
598510,89,43.17,30.36,3,27
598600,90,43.17,30.36,2,23
598710,90,43.17,30.36,2,26
598810,90,43.18,30.36,2,24
599020,92,43.18,30.36,2,26
599160,91,43.18,30.37,1,27
599380,89,43.18,30.37,1,19
599530,86,43.19,30.37,2,28
599600,86,43.19,30.37,2,28
599680,88,43.19,30.37,2,22
599820,92,43.19,30.37,2,30
599900,92,43.19,30.38,5,40
600010,90,43.2,30.38,4,40
600110,88,43.2,30.38,4,24
600230,88,43.2,30.38,2,26
600330,90,43.2,30.38,2,31
600700,88,43.21,30.39,6,28
600710,88,43.21,30.39,6,29
600730,88,43.21,30.39,3,34
600770,88,43.21,30.39,3,23
600880,86,43.21,30.39,6,25
601060,86,43.22,30.39,2,21
601070,87,43.22,30.39,2,21
601200,84,43.22,30.39,2,18
601210,84,43.22,30.39,2,23
601270,82,43.22,30.39,3,19
601390,85,43.22,30.39,5,32
601680,83,43.23,30.39,5,26
601730,84,43.23,30.4,5,19
601840,84,43.23,30.4,5,20
601860,85,43.23,30.4,3,20
601940,85,43.23,30.4,4,23
601990,85,43.23,30.4,4,19
602150,87,43.23,30.4,5,21
602220,88,43.23,30.4,5,21
602310,88,43.23,30.4,2,19
602410,88,43.23,30.4,4,28
602470,86,43.23,30.4,3,24
602500,83,43.23,30.4,3,23
602560,84,43.24,30.4,2,23
602910,84,43.24,30.4,3,24
603070,86,43.24,30.41,2,30
603130,85,43.24,30.41,2,27
603580,87,43.25,30.41,8,30
603590,86,43.25,30.41,8,36
603740,86,43.25,30.41,5,30
603840,86,43.25,30.41,3,25
603900,86,43.25,30.41,4,21
603970,88,43.25,30.41,3,27
604140,86,43.25,30.42,4,20
604210,87,43.25,30.42,1,26
604470,88,43.26,30.42,1,21
604480,87,43.26,30.42,1,23
604660,84,43.26,30.42,3,22
604810,84,43.26,30.42,3,24
604850,84,43.26,30.42,3,18
604990,84,43.26,30.42,6,22
605130,85,43.26,30.42,3,26
605530,91,43.27,30.43,3,34
605600,91,43.27,30.43,5,39
605640,92,43.27,30.43,13,40
605690,94,43.27,30.43,13,40
605740,92,43.28,30.43,4,32
605770,92,43.28,30.43,5,32
605780,92,43.28,30.43,5,32
605960,93,43.28,30.44,2,33
605970,93,43.28,30.44,2,34
606090,93,43.28,30.44,2,36
606100,94,43.28,30.44,2,35
606160,87,43.28,30.44,2,35
606450,89,43.29,30.44,3,29
606480,92,43.29,30.44,2,39
606570,88,43.29,30.44,3,33
606710,89,43.29,30.45,2,34
606930,82,43.3,30.45,2,28
606970,82,43.3,30.45,3,26
607030,82,43.3,30.45,2,24
607210,83,43.3,30.45,4,39
607220,83,43.3,30.45,4,29
607250,84,43.3,30.45,4,33
607260,84,43.3,30.45,4,32
607270,84,43.3,30.45,4,33
607320,85,43.3,30.45,3,29
607460,83,43.3,30.45,6,25
607580,84,43.3,30.45,3,28
607710,85,43.3,30.45,3,28
608010,83,43.31,30.46,5,32
608070,83,43.31,30.46,3,20
608080,83,43.31,30.46,3,19
608310,84,43.31,30.46,2,25
608380,85,43.31,30.46,5,23
608420,86,43.31,30.46,1,25
608550,89,43.32,30.46,3,33
608610,90,43.32,30.46,4,34
608620,89,43.32,30.46,4,38
608640,89,43.32,30.46,5,38
608800,89,43.32,30.46,4,32
608860,87,43.32,30.46,4,28
608910,87,43.32,30.47,8,26
608970,88,43.32,30.47,4,30
608980,88,43.32,30.47,4,33
609010,89,43.32,30.47,4,31
609100,89,43.32,30.47,3,26
609110,89,43.32,30.47,3,29
609120,88,43.32,30.47,4,32
609130,88,43.32,30.47,4,35
609180,88,43.33,30.47,5,48
609490,90,43.33,30.47,4,32
609540,92,43.33,30.47,7,46
609570,93,43.33,30.47,7,49
609660,93,43.33,30.47,9,41
609940,90,43.34,30.48,4,36
609980,91,43.34,30.48,4,40
610100,90,43.34,30.48,5,33
610230,90,43.34,30.48,4,39
610240,90,43.34,30.48,4,38
610420,88,43.35,30.48,2,39
610460,87,43.35,30.48,4,39
610530,89,43.35,30.48,4,42
610610,88,43.35,30.48,3,38
610670,86,43.35,30.49,4,30
610740,86,43.35,30.49,5,29
610820,87,43.35,30.49,5,48
610890,87,43.35,30.49,4,40
611020,90,43.36,30.49,4,36
611190,90,43.36,30.49,4,32
611200,90,43.36,30.49,4,34
611290,90,43.36,30.49,3,36
611330,90,43.37,30.49,3,36
611550,90,43.37,30.5,8,32
611570,91,43.37,30.5,8,31
611760,94,43.37,30.5,5,42
611780,95,43.37,30.5,5,40
611810,96,43.37,30.5,5,40
612070,96,43.38,30.5,9,48
612230,92,43.39,30.51,8,40
612260,93,43.39,30.51,7,37
612300,92,43.39,30.51,5,36
612310,93,43.39,30.51,5,42
612350,91,43.39,30.51,5,34
612500,91,43.4,30.51,6,36
612620,90,43.4,30.51,4,32
612700,89,43.4,30.51,3,30
612770,88,43.4,30.51,3,27
612790,89,43.4,30.51,2,32
612900,90,43.4,30.52,2,36
612960,89,43.41,30.52,8,35
613030,89,43.41,30.52,6,33
613120,88,43.41,30.52,5,27
613190,89,43.41,30.52,3,23
613200,89,43.41,30.52,4,29
613290,87,43.41,30.52,6,25
613460,88,43.41,30.52,5,30
613510,90,43.41,30.52,3,55
613560,90,43.42,30.53,5,61
613630,91,43.42,30.53,2,50
613690,89,43.42,30.53,4,54
613790,89,43.42,30.53,3,25
613910,89,43.42,30.53,3,23
613920,89,43.42,30.53,2,25
613990,90,43.42,30.53,2,33
614020,90,43.42,30.53,2,32
614310,87,43.43,30.53,5,22
614350,91,43.43,30.53,2,40
614390,93,43.43,30.53,2,40
614690,90,43.44,30.54,5,27
614880,88,43.44,30.54,4,27
615050,90,43.44,30.54,3,35
615130,89,43.44,30.54,4,27
615170,89,43.44,30.54,4,29
615210,89,43.44,30.54,8,30
615460,89,43.45,30.55,3,30
615520,91,43.45,30.55,3,39
615550,91,43.45,30.55,3,38
615840,93,43.46,30.55,9,43
616110,93,43.47,30.56,3,34
616180,94,43.47,30.56,4,37
616190,94,43.47,30.56,4,39
616250,93,43.47,30.56,4,40
616470,95,43.48,30.56,3,32
616610,91,43.48,30.56,5,47
616640,87,43.48,30.56,5,37
616720,88,43.49,30.56,5,41
616770,90,43.49,30.56,9,39
616800,88,43.49,30.57,8,36
616850,87,43.49,30.57,8,29
617080,83,43.49,30.57,1,19
617370,84,43.49,30.57,1,29
617420,84,43.49,30.57,3,23
617460,86,43.49,30.57,2,20
617490,85,43.49,30.57,2,16
617670,87,43.5,30.57,4,44
617950,88,43.5,30.58,3,49
618010,88,43.5,30.58,2,46
618350,90,43.51,30.58,6,48
618360,91,43.51,30.58,4,50
618480,91,43.52,30.58,4,44
618510,91,43.52,30.58,4,34
618530,90,43.52,30.58,4,29
618620,93,43.52,30.58,5,35
618850,92,43.53,30.59,8,39
618870,93,43.53,30.59,8,41
618920,93,43.53,30.59,8,37
618990,96,43.53,30.59,7,42
619030,95,43.53,30.59,9,43
619080,96,43.53,30.59,7,41
619090,95,43.53,30.59,7,39
619140,94,43.53,30.59,7,38
619170,94,43.53,30.59,7,37
619360,96,43.54,30.6,7,42
619500,93,43.54,30.6,6,33
619540,93,43.54,30.6,6,40
619550,93,43.54,30.6,6,42
619580,92,43.54,30.6,6,41
619650,92,43.54,30.6,9,39
619660,90,43.54,30.6,9,36
619750,90,43.55,30.6,8,41
619830,91,43.55,30.6,12,38
619850,91,43.55,30.6,12,38
619890,90,43.55,30.6,8,36
619900,91,43.55,30.6,8,37
619920,92,43.55,30.6,16,37
620170,89,43.56,30.61,5,50
620320,95,43.56,30.61,6,45
620380,90,43.56,30.61,11,44
620420,92,43.56,30.61,19,45
620430,92,43.57,30.61,19,50
620440,93,43.57,30.61,19,49
620460,94,43.57,30.61,9,47
620690,90,43.57,30.62,10,41
620730,91,43.57,30.62,7,47
620940,93,43.58,30.62,11,49
621000,94,43.58,30.62,15,48
621010,94,43.58,30.62,15,47
621210,94,43.59,30.63,16,60
621240,93,43.59,30.63,9,52
621420,90,43.59,30.63,9,30
621580,94,43.6,30.63,7,41
621660,93,43.6,30.64,13,40
621860,91,43.6,30.64,14,36
622200,96,43.61,30.64,5,54
622250,97,43.61,30.65,5,54
622260,96,43.61,30.65,6,50
622410,95,43.62,30.65,7,50
622450,93,43.62,30.65,4,46
622520,92,43.62,30.65,7,44
622560,90,43.62,30.65,5,45
622580,91,43.62,30.65,5,48
622630,91,43.62,30.65,4,43
622670,91,43.62,30.65,4,34
622810,93,43.62,30.65,2,46
622950,90,43.63,30.66,4,33
622980,90,43.63,30.66,4,36
623020,88,43.63,30.66,4,33
623070,89,43.63,30.66,6,31
623230,95,43.64,30.66,11,61
623420,95,43.64,30.66,19,59
623700,93,43.65,30.67,10,40
623720,94,43.65,30.67,10,46
623760,94,43.65,30.67,4,42
623790,93,43.65,30.67,4,40
623810,93,43.65,30.67,4,40
623910,91,43.65,30.67,11,47
623930,91,43.65,30.67,11,44
623960,93,43.65,30.67,7,42
624040,92,43.65,30.67,4,33
624080,92,43.65,30.67,7,37
624120,93,43.66,30.68,9,35
624170,93,43.66,30.68,9,34
624270,94,43.66,30.68,5,32
624310,91,43.66,30.68,5,31
624460,94,43.66,30.68,10,46
624600,94,43.67,30.68,12,48
624640,94,43.67,30.68,12,50
624720,94,43.67,30.68,17,50
624800,95,43.68,30.68,9,40
625000,92,43.68,30.69,11,36
625120,94,43.69,30.69,7,39
625170,93,43.69,30.69,10,34
625220,93,43.69,30.69,13,38
625320,94,43.69,30.69,34,40
625330,94,43.69,30.69,34,44
625410,97,43.69,30.69,18,47
625460,98,43.69,30.69,7,67
625700,94,43.7,30.7,16,55
625720,94,43.7,30.7,16,59
625770,96,43.7,30.7,13,66
625800,96,43.7,30.7,12,48
625870,97,43.7,30.7,12,54
626020,97,43.71,30.71,12,78
626030,97,43.71,30.71,12,76
626060,97,43.71,30.71,10,80
626170,96,43.72,30.71,10,81
626210,95,43.72,30.71,10,76
626240,93,43.72,30.71,9,80
626260,93,43.72,30.71,9,79
626270,94,43.72,30.71,9,77
626360,94,43.73,30.71,15,77
626380,96,43.73,30.71,15,79
626540,95,43.73,30.71,8,71
626590,94,43.74,30.71,9,69
626770,93,43.74,30.72,8,58
627020,91,43.75,30.72,9,58
627070,92,43.75,30.72,7,52
627100,90,43.76,30.72,7,56
627240,92,43.76,30.72,5,54
627290,93,43.76,30.72,5,60
627320,93,43.76,30.72,7,64
627420,95,43.76,30.73,9,54
627430,94,43.76,30.73,9,52
627510,96,43.77,30.73,6,57
627520,96,43.77,30.73,6,54
627570,96,43.77,30.73,6,62
627680,95,43.77,30.73,10,57
627830,96,43.78,30.74,8,52
628310,93,43.79,30.75,7,58
628420,93,43.79,30.75,10,65
628540,91,43.8,30.75,9,51
628550,91,43.8,30.75,9,53
628660,92,43.8,30.75,9,60
628740,94,43.8,30.75,12,57
628760,95,43.8,30.75,12,64
628840,94,43.8,30.75,9,58
628920,95,43.81,30.76,8,54
629060,92,43.81,30.76,9,43
629140,93,43.81,30.76,4,48
629150,93,43.81,30.76,4,50
629540,93,43.82,30.77,8,58
629550,93,43.82,30.77,8,56
629620,91,43.83,30.77,8,54
629670,91,43.83,30.77,5,52
629690,91,43.83,30.77,5,52
629700,90,43.83,30.77,8,49
629750,91,43.83,30.77,8,51
629760,91,43.83,30.77,7,54
629820,91,43.83,30.77,11,53
629880,95,43.84,30.78,10,62
629910,95,43.84,30.78,10,63
630050,88,43.84,30.78,12,53
630170,91,43.85,30.78,22,59
630180,92,43.85,30.78,12,59
630320,92,43.85,30.78,11,66
630390,90,43.85,30.79,15,63
630450,88,43.86,30.79,11,47
630630,87,43.86,30.79,10,40
630710,86,43.86,30.79,9,43
630720,86,43.86,30.79,18,41
630730,87,43.86,30.79,18,47
630780,89,43.87,30.79,11,50
630840,94,43.87,30.79,14,54
631130,95,43.88,30.8,20,63
631180,96,43.88,30.8,21,63
631260,97,43.88,30.8,15,65
631300,96,43.88,30.8,15,65
631380,92,43.88,30.8,28,60
631430,91,43.88,30.81,28,57
631450,91,43.88,30.81,11,57
631460,91,43.88,30.81,11,57
631510,91,43.88,30.81,6,56
631560,95,43.89,30.81,17,62
631590,95,43.89,30.81,17,51
631620,96,43.89,30.81,5,53
631690,96,43.89,30.81,6,61
631730,94,43.89,30.81,6,60
631850,93,43.89,30.81,6,55
631880,91,43.89,30.81,7,55
632060,88,43.9,30.82,10,47
632080,87,43.9,30.82,10,43
632150,87,43.9,30.82,9,49
632190,85,43.9,30.82,20,42
632450,88,43.91,30.82,5,57
632580,86,43.91,30.83,5,42
632730,88,43.91,30.83,4,48
632800,90,43.91,30.83,7,50
632950,90,43.92,30.83,4,47
633070,89,43.92,30.84,6,47
633220,87,43.92,30.84,11,39
633260,88,43.92,30.84,10,40
